역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
0114,월평,S3001,대전 도시철도 1호선,Wolpyeong,月坪,일반역,,,36.358272,127.364382,대전교통공사,대전광역시 서구 한밭대로 지하 595(월평동),042-539-3614,2022-05-09
0412,윗반송,L2604,부산 경량도시철도 4호선,Witbansong,上盤松,일반역,,,35.2325,129.15403,부산광역시 부산교통공사,부산광역시 해운대구 반송로 917,051-678-6412,2022-11-30
0116,유성온천,S3001,대전 도시철도 1호선,Yuseong Spa,儒城溫泉,일반역,,,36.353689,127.341524,대전교통공사,대전광역시 유성구 계룡로 지하 97(봉명동),042-539-3616,2022-05-09
0236,율리,S2602,부산 도시철도 2호선,Yulli,栗里,일반역,,,35.24672,129.01292,부산광역시 부산교통공사,부산광역시 북구 금곡대로 지하 440,051-678-6236,2022-11-30
0142,율하,S2701,대구 도시철도 1호선,Yulha,栗下,일반역,,,35.869751,128.692775,대구교통공사,동구 안심로 지하57 (율하동),053-962-7729,2025-03-31
0203,을지로3가,S1102,2호선,Euljiro 3(sam)ga,乙支路3街,환승역,I1103,수도권  광역철도 3호선,37.566292,126.990873,서울교통공사,서울특별시 중구 을지로 지하106(을지로3가),02-6110-2031,2024-12-31
0330,을지로3가,I1103,3호선,Euljiro 3(sam)ga,乙支路3街,환승역,S1102,수도권  도시철도 2호선,37.566299,126.992616,서울교통공사,서울특별시 중구 을지로 지하129(을지로3가),02-6110-3301,2024-12-31
0204,을지로4가,S1102,2호선,Euljiro 4(sa)ga,乙支路4街,환승역,S1105,수도권  도시철도 5호선,37.566611,126.997622,서울교통공사,서울특별시 중구 을지로 지하178(을지로4가),02-6110-2041,2024-12-31
0535,을지로4가,S1105,5호선,Euljiro 4(sa)ga,乙支路4街,환승역,S1102,수도권  도시철도 2호선,37.56728,126.998127,서울교통공사,서울특별시 중구 창경궁로 지하51(주교동),02-6311-5351,2024-12-31
0202,을지로입구,S1102,2호선,Euljiro 1(il)ga,乙支路入口,일반역,,,37.565998,126.982569,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),02-6110-2021,2024-12-31
1012,응봉역,I4102,경원선,Eungbong,鷹 峰,일반역,,,37.550433,127.034824,한국철도공사,서울시 성동구 고산자로 123(응봉동),1588-7788,2025-04-08
0610,응암,S1106,6호선,Eungam,鷹岩,일반역,,,37.59859,126.915583,서울교통공사,서울특별시 은평구 증산로 지하477(신사동),02-6311-6101,2024-12-31
1710,의왕역,I4101,경부선,Uiwang,義 王,일반역,,,37.320648,126.948099,한국철도공사,경기도 의왕시 철도박물관로 66(삼동),1588-7788,2025-04-08
1906,의정부역,I4102,경원선,Uijeongbu,議政府,일반역,,,37.73873,127.045891,한국철도공사,경기도 의정부시 평화로 525,1588-7788,2025-04-08
U114,의정부시청,L41U1,의정부,Uijeongbu City Hall,议政府市厅,일반역,,,37.73924874,127.034854,의정부경량전철㈜,경기도 의정부시 의정로 69,031-820-1000,2023-09-04
U117,의정부중앙,L41U1,의정부,Uijeongbu Jung-ang,议政府中央,일반역,,,37.74371903,127.0496332,의정부경량전철㈜,경기도 의정부시 호국로 1305,031-820-1000,2023-09-04
0222,이곡,S2702,대구 도시철도 2호선,Igok,梨谷,일반역,,,35.85062003,128.5157686,대구교통공사,달서구 달구벌대로 지하1357 (이곡동),053-582-6214,2025-03-31
0241,이대,S1102,2호선,Ewha Womans Univ.,梨大,일반역,,,37.556734,126.945897,서울교통공사,서울특별시 마포구 신촌로 지하180(염리동),02-6110-2411,2024-12-31
1502,이매역,I41K5,경강선,Imae,二梅,환승역,I4105,분당선,37.394736,127.127048,한국철도공사,경기도 성남시 분당구 성남대로 738,1588-7788,2025-04-08
1860,이매역,I4105,분당선,Imae,二 梅,환승역,I41K5,경강선,37.395846,127.128272,한국철도공사,경기도 성남시 성남대로 지하 738,1588-7788,2025-04-08
0736,이수,S1107,7호선,Isu,梨水,환승역,I1104,수도권  광역철도 4호선,37.485258,126.981766,서울교통공사,서울특별시 동작구 사당로 지하310(사당동),02-6311-7361,2025-12-31 00:00:00
1508,이천역,I41K5,경강선,Icheon,利川,일반역,,,37.264222,127.442135,한국철도공사,경기도 이천시 이섭대천로 1063,1588-7788,2025-04-08
1008,이촌역,I4102,경원선,Ichon,二 村,환승역,I1104,수도권 광역철도 4호선,37.522476,126.973816,한국철도공사,서울시 용산구 이촌로 71길 42,1588-7788,2025-04-08
0430,이촌(국립중앙박물관),I1104,4호선,Ichon (National Museum of Korea),二村(國立中央博物館),환승역,I41K4,수도권  광역철도 경의중앙,37.52919,126.9679818,서울교통공사,서울특별시 용산구 서빙고로 지하83(용산동5가),02-6110-4301,2024-12-31
0630,이태원,S1106,6호선,Itaewon,梨泰院,일반역,,,37.534485,126.994369,서울교통공사,서울특별시 용산구 이태원로 지하177(이태원동),02-6311-6301,2024-12-31
1455,인덕원역,I4103,안산과천선,Indeogwon,仁德院,일반역,,,37.401901,126.976718,한국철도공사,경기도 안양시 동안구 흥안대로 529,1588-7788,2025-04-08
0013,인제대,L48B1,부산김해경전철,Inje Univ,仁濟大,일반역,,,35.228099,128.901736,부산-김해경전철㈜,경상남도 김해시 김해대로 2515,055-310-9613,2022-04-27
1812,인천역,I1101,경인선,Incheon,仁 川,환승역,I28K1,수인선,37.476364,126.616936,한국철도공사,인천시 중구 제물량로 269,1588-7788,2025-04-08
1891,인천역,I28K1,수인선,Incheon,仁川,환승역,I1101,경인선,37.476364,126.6174236,한국철도공사,인천시 중구 제물량로 269,1588-7788,2025-04-08
3215,인천가좌,S2802,인천지하철 2호선,Incheon Gajwa,仁川佳佐,일반역,-,-,37.489962,126.675284,인천교통공사,인천광역시 서구 가석로 67 (가좌동),032-451-4315,2022-04-30
A10,인천공항1터미널,I28A1,인천국제공항선,Incheon Int'l Airport Terminal 1,仁川空港1터미널,환승역,S28M1,자기부상철도,37.44760672,126.4523433,공항철도주식회사,인천광역시 중구 공항로 271,1599-7788,2023-05-31
101,인천국제공항역,S28M1,자기부상철도,Incheon Airport Terminal 1 Station,仁川国际机场第一航站楼站,환승역,I28A1,공항선,37.447222,126.4525,인천광역시 인천국제공항공사,인천시 중구 공항로 271,032-741-8400,2023-06-01
A11,인천공항2터미널,I28A1,인천국제공항선,Incheon Int'l Airport Terminal 2,仁川空港2터미널,일반역,,,37.46866,126.433415,공항철도주식회사,인천광역시 중구 공항로 272,1599-7788,2023-05-31
1881,인천논현역,I28K1,수인선,Incheon Nonhyeon,仁川論峴,일반역,,,37.400641,126.722495,한국철도공사,인천시 남동구 청능대로 567,1588-7788,2025-04-08
3226,인천대공원,S2802,인천지하철 2호선,Incheon Grand Park,仁川大公園,일반역,-,-,37.448475,126.753051,인천교통공사,인천광역시 남동구 수인로 3677 (장수동),032-451-4326,2022-04-30
3136,인천대입구,S2801,인천지하철 1호선,Incheon National University,仁川大入口,일반역,-,-,37.386239,126.639351,인천교통공사,인천광역시 연수구 인천타워대로 155,032-451-3186,2022-04-30
3124,인천시청,S2801,인천지하철 1호선,Incheon City Hall,仁川市廳,일반역,-,-,37.457615,126.702216,인천교통공사,인천광역시 남동구 예술로 264,032-441-3124,2022-04-30
3221,인천시청,S2802,인천지하철 2호선,Incheon City Hall,仁川市廳,환승역,S2802+S2801,인천1호선,37.456904,126.701523,인천교통공사,인천광역시 남동구 구월로 지하 99 (간석동),032-451-4321,2022-04-30
3126,인천터미널,S2801,인천지하철 1호선,Incheon Bus Terminal,仁川터미널,일반역,-,-,37.441917,126.699727,인천교통공사,인천광역시 미추홀구 예술로 85,032-441-3126,2022-04-30
1888,인하대역,I28K1,수인선,Inha Univ.,仁荷大,일반역,,,37.448191,126.649832,한국철도공사,인천시 남구 용현동 294-3,1588-7788,2025-04-08
8014,일광역,I26K6,동해선,Ilgwang,日 光,일반역,,,35.2675565,129.2330307,한국철도공사,부산광역시 기장군 일광면 이천리 750-4,1588-7788,2025-04-08
1275,일산역,I4108,경의중앙선,Ilsan,一 山,환승역,I41WS,서해선,37.682231,126.769521,한국철도공사,경기도 고양시 일산서구 경의로 672,1588-7788,2025-04-08
1275,일산역,I41WS,서해선,Ilsan,一山,환승역,I4108,경의선,37.682231,126.769521,한국철도공사,경기도 고양시 일산서구 경의로 672,1544-7788,2024-12-31
0348,일원,I1103,3호선,Irwon,逸院,일반역,,,37.48389,127.08416,서울교통공사,서울특별시 강남구 일원로 지하121(일원동),02-6110-3481,2024-12-31
0243,임당,S2702,대구 도시철도 2호선,Imdang,林堂,일반역,,,35.834131,128.741076,대구교통공사,"경상북도 경산시 대학로 지하170(중방동, 임당역)",053-811-0732,2025-03-31
1285,임진강역,I4108,경의중앙선,Imjingang,臨津江,일반역,,,37.888364,126.746777,한국철도공사,경기도 파주시 문산읍 임진각로 115(문산읍),1588-7788,2025-04-08
3113,임학,S2801,인천지하철 1호선,Imhak,林鶴,일반역,-,-,37.545058,126.738642,인천교통공사,인천광역시 계양구 장제로 875,032-541-3113,2022-04-30
0110,자갈치,S2601,부산 도시철도 1호선,Jagalchi,札其,일반역,,,35.0975,129.02694,부산광역시 부산교통공사,부산광역시 중구 구덕로 지하 80,051-678-6110,2022-11-30
0728,자양(뚝섬한강공원),S1107,7호선,Jayang (Ttukseom Hangang Park),紫陽(뚝섬漢江公園),일반역,,,37.531558,127.066714,서울교통공사,서울특별시 광진구 능동로 10(자양동),02-6311-7281,2024-12-31
3116,작전,S2801,인천지하철 1호선,Jakjeon,鵲田,일반역,-,-,37.530271,126.722548,인천교통공사,인천광역시 계양구 게양대로 73,032-543-3116,2022-04-30
0216,잠실(송파구청),S1102,2호선,Jamsil (Songpa-gu Office),蠶室(松坡區廳),환승역,S1108,수도권  도시철도 8호선,37.513305,127.100129,서울교통공사,서울특별시 송파구 올림픽로 지하265(신천동),02-6110-2161,2024-12-31
0814,잠실(송파구청),S1108,8호선,Jamsil (Songpa-gu Office),蠶室(松坡區廳),환승역,S1102,수도권  도시철도 2호선,37.514649,127.104267,서울교통공사,서울특별시 송파구 올림픽로 305(신천동),02-6311-8141,2024-12-31
0215,잠실나루,S1102,2호선,Jamsillaru,蠶室나루,일반역,,,37.520688,127.103836,서울교통공사,서울특별시 송파구 오금로 20(신천동),02-6110-2151,2024-12-31
0217,잠실새내,S1102,2호선,Jamsilsaenae,蠶室새내,일반역,,,37.511653,127.086224,서울교통공사,서울특별시 송파구 올림픽로 지하140(잠실동),02-6110-2171,2024-12-31
0338,잠원,I1103,3호선,Jamwon,蠶院,일반역,,,37.512989,127.011613,서울교통공사,서울특별시 서초구 잠원로4길 지하46(잠원동),02-6110-3381,2024-12-31
G103,장기역,L41G1,김포도시철도,Janggi ,場基,일반역,,,37.644028,126.669,김포골드라인에스알에스㈜,경기도 김포시 김포한강1로 지하 59,031-8048-1730,2024.12.18
102,장기주차장역,S28M1,자기부상철도,Long Term Parking Station,长期停车场站,일반역,,,37.44385,126.455671,인천광역시 인천국제공항공사,인천시 중구 공항로 271,032-741-8400,2023-06-01
0099,장림,S2601,부산 도시철도 1호선,Jangnim,長林,일반역,,,35.081555,128.9773083,부산광역시 부산교통공사,부산광역시 사하구 다대로 지하230,051-678-6199,2022-11-30
0201,장산,S2602,부산 도시철도 2호선,Jangsan,萇山,일반역,,,35.17,129.17694,부산광역시 부산교통공사,부산광역시 해운대구 해운대로 지하 820,051-678-6201,2022-11-30
0740,장승배기,S1107,7호선,Jangseungbaegi,-,일반역,,,37.504845,126.939025,서울교통공사,서울특별시 동작구 상도로 지하188(상도동) ,02-6311-7401,2024-12-31
0020,장신대,L48B1,부산김해경전철,presbyterian Univ.,長神大,일반역,,,35.25955642,128.8671142,부산-김해경전철㈜,경상남도 김해시 해반천로 129,055-310-9620,2022-04-27
0709,장암,S1107,7호선,Jangam,長岩,일반역,,,37.70015,127.053126,서울교통공사,경기도 의정부시 동일로 121(장암동),02-6311-7091,2024-12-31
808,장자호수공원,S1108,8호선,Jangja Lake Park,长者湖水公园,일반역,,,37.587222,127.13793,구리도시공사,수택동 870-3 일원(장자2사거리),031-579-4080~1,20240812
0129,장전,S2601,부산 도시철도 1호선,Jangjeon,長箭,일반역,,,35.23806,129.08806,부산광역시 부산교통공사,부산광역시 금정구 장전온천천로 144,051-678-6129,2022-11-30
0819,장지,S1108,8호선,Jangji,長旨,일반역,,,37.478609,127.126229,서울교통공사,서울특별시 송파구 송파대로 지하82(장지동),02-6311-8191,2024-12-31
0543,장한평,S1105,5호선,Janghanpyeong,長漢坪,일반역,,,37.561438,127.064601,서울교통공사,서울특별시 동대문구 천호대로 지하405(장안동),02-6311-5431,2024-12-31
8007,재송역,I26K6,동해선,Jaesong,裁 松,일반역,,,35.188,129.120109,한국철도공사,부산시 해운대구 해운대로 100,1588-7788,2025-04-08
1918,전곡역,I4102,경원선,Jeongok,全谷,일반역,,,38.024041,127.071913,한국철도공사,경기도 연천군 전곡읍 전곡역로 75(전곡리),1588-7788,2025-04-08
Y124,전대·에버랜드,L41E1,에버라인,Jeondae·Everland,前垈,일반역,L41E1,수도권  경량도시철도 에버라인,37.28541327,127.219509,경기도 용인경전철,경기도 용인시 처인구 포곡읍 에버랜드로 143,031-329-3580,2025-03-25
0218,전포,S2602,부산 도시철도 2호선,Jeonpo,田浦,일반역,,,35.15311,129.06533,부산광역시 부산교통공사,부산광역시 부산진구 전포대로 지하 181,051-678-6218,2022-11-30
S119,정릉,L11UI,우이신설선,Jeongneung,貞陵,일반역,,,37.60278,127.01345,우이신설경전철운영㈜,서울특별시 성북구 아리랑로 지하 122,-,2022-12-08
1956,정발산역,I4106,일산선,Jeongbalsan,鼎鉢山,일반역,,,37.659709,126.773254,한국철도공사,경기도 고양시 일산동구 마두 1동 1123(일산동구 중앙로 1270),1588-7788,2025-04-08
1454,정부과천청사역,I4103,안산과천선,Government Complex Gwacheon,政府果川廳舍,일반역,,,37.426445,126.989802,한국철도공사,경기도 과천시 중앙로 지하 100,1588-7788,2025-04-08
0112,정부청사,S3001,대전 도시철도 1호선,Government  Complex Daejeon,政府廳舍,일반역,,,36.357661,127.381047,대전교통공사,대전광역시 서구 한밭대로 지하 744(둔산동),042-539-3612,2022-05-09
1761,정왕역,I4103,안산과천선,Jeongwang,正 往,환승역,I28K1,수인선,37.351816,126.742844,한국철도공사,경기도 시흥시 마유로 418길 15,1588-7788,2025-04-08
1761,정왕역,I28K1,수인선,Jeongwang,正往,환승역,I4103,안산과천선,37.351816,126.742844,한국철도공사,경기도 시흥시 마유로 418길 15,1588-7788,2025-04-08
D012,정자,I11D1,신분당선,Jeongja,亭子,환승역,I11D1,수도권 광역철도 신분당선,37.36750101,127.1084859,경기도 신분당선,경기도 성남시 분당구 성남대로 지하 333 ,031)8018-7760,2025-09-30
1857,정자역,I4105,분당선,Jeongja,亭 子,환승역,I11D1,신분당선,37.366037,127.108091,한국철도공사,경기도 성남시 분당구 성남대로 지하 333(정자동),1588-7788,2025-04-08
0242,정평,S2702,대구 도시철도 2호선,Jeongpyeong,正坪,일반역,,,35.83407,128.728695,대구교통공사,"경상북도 경산시 대학로 지하60(정평동, 정평역)",053-811-4753,2025-03-31
0125,제기동,I4101,1호선,Jegidong,祭基洞,일반역,,,37.578116,127.034902,서울교통공사,서울특별시 동대문구 왕산로 지하93(제기동),02-6110-1251,2024-12-31
1810,제물포역,I1101,경인선,Jemulpo,濟物浦,일반역,,,37.466809,126.657165,한국철도공사,인천시 남구 경인로 129,1588-7788,2025-04-08
0131,종각,I4101,1호선,Jonggak,鐘閣,일반역,,,37.570203,126.983116,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),02-6110-1311,2024-12-31
0130,종로3가,I4101,1호선,Jongno 3(sam)ga,鍾路3街,환승역,I1103+S1105,수도권  광역철도 3호선+수도권  도시철도 5호선,37.570429,126.992095,서울교통공사,서울특별시 종로구 종로 지하129(종로3가),02-6110-1301,2024-12-31
0329,종로3가,I1103,3호선,Jongno 3(sam)ga,鍾路3街,환승역,S1105+I1101,수도권  도시철도 5호선+수도권 광역철도 1호선,37.571537,126.991837,서울교통공사,서울특별시 종로구 돈화문로 지하30(묘동),02-6110-3291,2024-12-31
0534,종로3가(탑골공원),S1105,5호선,Jongno 3(sam)ga (Tapgol Park),鐘路3街(탑골공원),환승역,I1103+I1101,수도권  광역철도 3호선+수도권 광역철도 1호선,37.572546,126.990447,서울교통공사,서울특별시 종로구 돈화문로11길 지하 26(돈의동),02-6311-5341,2024-12-31
0129,종로5가,I4101,1호선,Jongno 5(o)ga,鍾路5街,일반역,,,37.570971,127.0019,서울교통공사,서울특별시 종로구 종로 지하216(종로5가),02-6110-1291,2024-12-31
0218,종합운동장,S1102,2호선,Sports Complex,綜合運動場,환승역,S11S1,수도권  도시철도 9호선,37.511128,127.073841,서울교통공사,서울특별시 송파구 올림픽로 지하23(잠실동),02-6110-2181,2024-12-31
0307,종합운동장,S2603,부산 도시철도 3호선,Sports Complex,綜合運動場,일반역,,,35.19125,129.0675,부산광역시 부산교통공사,부산광역시 연제구 아시아드대로 지하 73,051-678-6307,2022-11-30
4130,종합운동장,S1109,수도권  도시철도 9호선,Sports Complex,综合运动场,환승역,S1102,수도권  도시철도 2호선,37.511156,127.076917,서울시메트로9호선㈜,서울특별시 송파구 올림픽로 23,02-2656-0930,1900-01-00
0116,좌천,S2601,부산 도시철도 1호선,Jwacheon,佐川,일반역,,,35.13417,129.05417,부산광역시 부산교통공사,부산광역시 동구 중앙대로 지하 446,051-678-6116,2022-11-30
8016,좌천역,I26K6,동해선,Jwacheon,佐川,일반역,,,35.311838,129.245197,한국철도공사,부산시 기장군 장안읍 좌천리 239-4,1588-7788,2025-04-08
0225,주례,S2602,부산 도시철도 2호선,Jurye,周禮,일반역,,,35.1505,129.00306,부산광역시 부산교통공사,부산광역시 사상구 가야대로 지하 292,051-678-6225,2022-11-30
1809,주안역,I1101,경인선,Juan,朱 安,환승역,S2802,인천지하철 2호선,37.465041,126.680702,한국철도공사,인천시 남구 주안로 95-19,1588-7788,2025-04-08
3218,주안,S2802,인천지하철 2호선,Juan,朱安,환승역,S2802+S1101,경인선,37.465234,126.679041,인천교통공사,인천광역시 미추홀구 주안로 지하 91-1 (주안동),032-451-4318,2022-04-30
3217,주안국가산단,S2802,인천지하철 2호선,Juan National Industrial Complex,朱安國家産團,일반역,-,-,37.473599,126.681102,인천교통공사,인천광역시 서구 방축로 343 (가좌동),032-451-4317,2022-04-30
1809,주안역,I1101,경인선,Juan,朱 安,환승역,S2802,인천지하철 2호선,37.465041,126.680702,한국철도공사,인천시 남구 주안로 95-19,1588-7788,2025-12-31 00:00:00
1957,주엽역,I4106,일산선,Juyeop,注 葉,일반역,,,37.670138,126.761232,한국철도공사,경기도 고양시 일산서구 중앙로 1432(주엽동 166-7),1588-7788,2025-04-08
0224,죽전,S2702,대구 도시철도 2호선,Jukjeon,竹田,일반역,,,35.8503505,128.537089,대구교통공사,달서구 달구벌대로 지하1560 (죽전동),053-556-0290,2025-03-31
1862,죽전역,I4105,분당선,Jukjeon,竹 田,일반역,,,37.324575,127.107385,한국철도공사,경기도 용인시 수지구 포은대로 530(죽전동 1014),1588-7788,2025-04-08
0714,중계,S1107,7호선,Junggye,中溪,일반역,,,37.645052,127.064084,서울교통공사,서울특별시 노원구 동일로 지하1308-1(중계동),02-6311-7141,2024-12-31
0724,중곡,S1107,7호선,Junggok,中谷,일반역,,,37.565877,127.084291,서울교통공사,서울특별시 광진구 능동로 지하417(중곡동),02-6311-7241,2024-12-31
0106,중구청,S3001,대전 도시철도 1호선,Jung-gu Office,中區廳,일반역,,,36.324831,127.419627,대전교통공사,대전광역시 중구 중앙로 지하 71 (선화동),042-539-3606,2022-05-09
1822,중동역,I1101,경인선,Jung-dong,中 洞,일반역,,,37.486664,126.764474,한국철도공사,경기도 부천시 소사구 중동로 73,1588-7788,2025-04-08
0202,중동,S2602,부산 도시철도 2호선,Jung-dong,中洞,일반역,,,35.16669,129.16887,부산광역시 부산교통공사,부산광역시 해운대구 해운대로 지하 730,051-678-6202,2022-11-30
1201,중랑역,I4108,경의중앙선,Jungnang,中 浪,환승역,I41K2,경춘선,37.594948,127.076152,한국철도공사,서울특별시 중랑구 중랑역로 9,1588-7788,2025-04-08
1201,중랑역,I4108,경춘선,Jungnang,中 浪,환승역,I41K2,경의중앙선,37.594948,127.076152,한국철도공사,서울특별시 중랑구 중랑역로 9,1588-7788,2025-12-31 00:00:00
0112,중앙,S2601,부산 도시철도 1호선,Jungang,中央,일반역,,,35.10389,129.03639,부산광역시 부산교통공사,부산광역시 중구 중앙대로 지하 83,051-678-6112,2022-11-30
1756,중앙역,I4103,안산과천선,Jungang,中 央,환승역,I28K1,수인선,37.316055,126.838532,한국철도공사,경기도 안산시 단원구 중앙대로 918,1588-7788,2025-04-08
1756,중앙역,I28K1,수인선,Jungang,中央,환승역,I4103,안산과천선,37.316055,126.838532,한국철도공사,경기도 안산시 단원구 중앙대로 918,1588-7788,2025-04-08
0131,중앙로,S2701,대구 도시철도 1호선,Jungangno,中央路,일반역,,,35.870873,128.593888,대구교통공사,중구 중앙대로 지하424 (남일동),053-256-7746,2025-03-31
0105,중앙로,S3001,대전 도시철도 1호선,Jungangno,中央路,일반역,,,36.328664,127.425842,대전교통공사,대전광역시 중구 중앙로 지하 145 (은행동),042-539-3605,2022-05-09
4138,중앙보훈병원,S1109,수도권  도시철도 9호선,VHS Medical Center,中央报勋医院,일반역,,,37.528807,127.148488,서울시메트로9호선㈜,서울특별시 강동구 명일로 지하 117,02-2656-0938,
0719,중화,S1107,7호선,Junghwa,中和,일반역,,,37.602604,127.079254,서울교통공사,서울특별시 중랑구 동일로 지하797(중화동),02-6311-7191,2024-12-31
4108,증미,S1109,서울 도시철도 9호선,Jeungmi,曾米,일반역,,,37.55785,126.861067,서울특별시 서울시메트로9호선㈜,서울특별시 강서구 양천로 지하560,02-2656-0908,2024-02-29
0240,증산,S2602,부산 도시철도 2호선,Jeungsan,甑山,일반역,,,35.30828,129.01028,부산광역시 부산교통공사,경상남도 양산시 물금읍 메기로 168,051-678-6240,2022-11-30
0617,증산(명지대앞),S1106,6호선,Jeungsan (Myongji Univ.),繒山(明知大앞),일반역,,,37.583989,126.909785,서울교통공사,서울특별시 은평구 증산로 지하306(증산동),02-6311-6171,2024-12-31
0215,지게골,S2602,부산 도시철도 2호선,Jigegol,支架谷,일반역,,,35.13558,129.07436,부산광역시 부산교통공사,부산광역시 남구 수영로 지하 70,051-678-6215,2022-11-30
0011,지내,L48B1,부산김해경전철,Jinae,池內,일반역,,,35.2275,128.923721,부산-김해경전철㈜,경상남도 김해시 김해대로 2718,055-310-9611,2022-04-27
0339,지산,S2703,대구 도시철도 3호선,Jisan,池山,일반역,,,35.82515322,128.6319513,대구교통공사, 수성구 지범로 100(지산동),053-640-7611,2025-03-31
Y112,지석,L41E1,에버라인,Jiseok,支石,일반역,L41E1,수도권  경량도시철도 에버라인,37.26973732,127.1363256,경기도 용인경전철,경기도 용인시 기흥구 어정로 28,031-329-3543,2025-03-25
3135,지식정보단지,S2801,인천지하철 1호선,BIT Zone,知識情報團地,일반역,-,-,37.378021,126.645412,인천교통공사,인천광역시 연수구 인천타워대로 57,032-451-3185,2022-04-30
0121,지족,S3001,대전 도시철도 1호선,Jijok,智足,일반역,,,36.384106,127.319501,대전교통공사,대전광역시 유성구 노은로 273(지족동),042-539-3621,2022-05-09
0319,지축,I1103,3호선,Jichuk,紙木丑,일반역,,,37.648151,126.913751,서울교통공사,경기도 고양시 덕양구 삼송로 300(지축동),02-6110-3191,2024-12-31
1949,지축역,I4106,일산선,Jichuk,紙杻,일반역,,,37.648114,126.913746,한국철도공사,경기도 고양시 덕양구 삼송로 300(지축동),1544-7788,2025-12-31 00:00:00
1220,지평역,I4108,경의중앙선,jipyeong,砥平,일반역,,,37.476496,127.629681,한국철도공사,경기도 양평군 지평면 지평역길 32,1588-7788,2025-04-08
1912,지행역,I4102,경원선,Jihaeng,紙杏,일반역,,,37.892361,127.055734,한국철도공사,경기도 동두천시 평화로 2285(지행동),1588-7788,2025-04-08
1726,직산역,I4101,경부선,Jiksan,稷 山,일반역,,,36.870921,127.143774,한국철도공사,충남 천안시 서북구 직산읍 천안대로 1471-33,1588-7788,2025-04-08
1720,진위역,I4101,경부선,Jinwi,振 威,일반역,,,37.109771,127.062342,한국철도공사,경기도 평택시 경기대로 1855,1588-7788,2025-04-08
0405,진접역,I4104,진접선,Jinjeop,榛接,일반역,,,37.720472,127.203167,남양주도시공사,경기도 남양주시 진접읍 경복대로 지하 244,02-6110-1961,2022-08-31
0118,진천,S2701,대구 도시철도 1호선,Jincheon,辰泉,일반역,,,35.813815,128.522374,대구교통공사,달서구 월배로 지하76 (진천동),053-642-7723,2025-03-31
0412,창동,I1104,4호선,Changdong,倉洞,환승역,I4101,수도권  광역철도 1호선,37.653315,127.048304,서울교통공사,서울특별시 도봉구 마들로11길 77(창동),02-6110-4121,2024-12-31
1022,창동역,I4102,경원선,Chang-dong,倉 洞,환승역,I1104,수도권 광역철도 4호선,37.653181,127.047663,한국철도공사,서울시 도봉구 마들로 11길 77(창1동 135-86),1588-7788,2025-04-08
0637,창신,S1106,6호선,Changsin,昌信,일반역,,,37.579772,127.015246,서울교통공사,서울특별시 종로구 지봉로 지하112(창신동),02-6311-6371,2024-12-31
1318,천마산역,I41K2,경춘선,Cheonmasan,天摩山,일반역,,,37.658995,127.285731,한국철도공사,경기도 남양주시 화도읍 묵현로 25번길 37,1588-7788,2025-04-08
1728,천안역,I4401,경부선,Cheonan,天 安,일반역,,,36.810238,127.146417,한국철도공사,충남 천안시 동남구 대흥로 239(대흥동 57-1),1588-7788,2025-04-08
0749,천왕,S1107,7호선,Cheonwang,天旺,일반역,,,37.486699,126.838684,서울교통공사,서울특별시 구로구 오리로 지하1154(천왕동),02-6311-7491,2024-12-31
0547,천호(풍납토성),S1105,5호선,Cheonho (Pungnaptoseong),千戶(風納土城),환승역,S1108,수도권  도시철도 8호선,37.538566,127.123539,서울교통공사,서울특별시 강동구 천호대로 지하997(천호동),02-6311-5471,2024-12-31
0811,천호(풍납토성),S1108,8호선,Cheonho (Pungnaptoseong),千戶(風納土城),환승역,S1105,수도권  도시철도 5호선,37.53792,127.123179,서울교통공사,서울특별시 강동구 천호대로 지하997(천호동),02-6311-5471,2024-12-31
0747,철산,S1107,7호선,Cheolsan,鐵山,일반역,,,37.47616,126.868217,서울교통공사,경기도 광명시 철산로 지하13(철산동),02-6311-7471,2024-12-31
D010,청계산입구,I11D1,신분당선,Cheonggyesan,淸溪山入口,일반역,,,37.44871485,127.0543396,경기도 신분당선,서울특별시 서초구 청계산로 지하 179,02) 810-5810,2025-09-30
0537,청구,S1105,5호선,Cheonggu,靑丘,환승역,S1106,수도권  도시철도 6호선,37.560237,127.01379,서울교통공사,서울특별시 중구 청구로 지하77(신당동),02-6311-5371,2024-12-31
0634,청구,S1106,6호선,Cheonggu,靑丘,환승역,S1105,수도권  도시철도 5호선,37.560221,127.013776,서울교통공사,서울특별시 중구 청구로 지하77(신당동),02-6311-5371,2024-12-31
0729,청담,S1107,7호선,Cheongdam,淸潭,일반역,,,37.519097,127.051851,서울교통공사,서울특별시 강남구 학동로 지하508(청담동),02-6311-7291,2024-12-31
A071,청라국제도시,I28A1,인천국제공항선,Cheongna Int'l City,靑羅國際都市,일반역,,,37.556509,126.624725,공항철도주식회사,인천광역시 서구 에코로 163,1599-7788,2023-05-31
0229,청라언덕,S2702,대구 도시철도 2호선,Cheongna Hill,靑蘿坡,환승역,S0229+S0329,대구도시철도2호선+대구도시철도3호선,35.865,128.58232271,대구교통공사,중구 달구벌대로 지하2000 (동산동),053-256-7728,2025-03-31
